mass	pressure	temperature	radius	density	specificenergy	dm	h1	he3	he4	c12	n14	o16	ne20	mg24
1.9884105341193178e+33	19868892.576329906	262209.71920480096	68735160001.21046	3.429627561366071e-06	47685342.18319177	1.2485230101870202e+25	9.363922576402651e+24	0	3.1213075254675506e+24	0	0	0	0	0
1.9884105216340875e+33	27477755.29558952	284348.330629894	68665590001.31134	4.373736883000762e-06	65946612.709414855	1.60452320492586e+25	1.203392403694395e+25	0	4.01130801231465e+24	0	0	0	0	0
1.9884105055888556e+33	37109143.64626576	306531.8477587001	68596020001.41222	5.4793294506724824e-06	89061944.75103782	2.022821942289716e+25	1.517116456717287e+25	0	5.05705485572429e+24	0	0	0	0	0
1.9884104853606362e+33	49101703.47487649	328760.407309174	68526450001.51308	6.75988229256952e-06	117844088.33970359	2.5085399748706393e+25	1.8814049811529796e+25	0	6.271349937176598e+24	0	0	0	0	0
1.9884104602752364e+33	63822818.09135241	351034.14654708875	68456880001.61395	8.229030968704593e-06	153174763.41924578	3.0668188596793833e+25	2.3001141447595376e+25	0	7.667047149198458e+24	0	0	0	0	0
1.988410429607048e+33	81669152.20365508	373353.2032882221	68387310001.71483	9.900571164307126e-06	196005965.2887722	3.7028210636517074e+25	2.7771157977387806e+25	0	9.257052659129269e+24	0	0	0	0	0
1.9884103925788372e+33	103067203.95865795	395717.7159005521	68317740001.8157	1.1788460299247987e-05	247361289.5007791	4.42173006975848e+25	3.31629755231886e+25	0	1.10543251743962e+25	0	0	0	0	0
1.9884103483615365e+33	128473865.20302582	418127.8233064467	68248170001.91657	1.390681915365791e-05	308337276.48726195	5.228750483718343e+25	3.921562862788757e+25	0	1.3071876209295858e+25	0	0	0	0	0
1.9884102960740318e+33	158376990.07945263	440583.6649848903	68178600002.01745	1.626993350990767e-05	380104776.19068635	6.129108141326177e+25	4.596831105994633e+25	0	1.5322770353315443e+25	0	0	0	0	0
1.9884102347829502e+33	193295972.07510433	463085.38097369095	68109030002.11832	1.889225581111106e-05	463910332.98025036	7.128050216378728e+25	5.346037662284046e+25	0	1.782012554094682e+25	0	0	0	0	0
1.988410163502448e+33	233782329.64081752	485633.11187170947	68039460002.21919	2.178840683632196e-05	561077591.1379621	8.230845329218226e+25	6.173133996913669e+25	0	2.0577113323045565e+25	0	0	0	0	0
1.988410081193995e+33	280420300.5011856	508226.9988410985	67969890002.32005	2.4973177392593988e-05	673008721.2028455	9.442783655884935e+25	7.082087741913701e+25	0	2.3606959139712338e+25	0	0	0	0	0
1.9884099867661582e+33	333827444.7772859	530867.1836095342	67900320002.42093	2.8461530024071376e-05	801185867.465486	1.0769177037874968e+26	8.076882778406226e+25	0	2.692294259468742e+25	0	0	0	0	0
1.988409879074388e+33	394655257.0456126	553553.8084724877	67830750002.521805	3.226860073829062e-05	947172616.9094702	1.2215359092529872e+26	9.161519319397404e+25	0	3.053839773132468e+25	0	0	0	0	0
1.988409756920797e+33	463589787.45825225	576287.016295474	67761180002.62268	3.640970074985892e-05	1112615489.8998055	1.3786685324016684e+26	1.0340013993012513e+26	0	3.446671331004171e+25	0	0	0	0	0
1.9884096190539437e+33	541352272.0512793	599066.9505163259	67691610002.72356	4.0900318241692233e-05	1299245452.9230704	1.5488533234941492e+26	1.161639992620612e+26	0	3.872133308735373e+25	0	0	0	0	0
1.9884094641686114e+33	628699772.3699775	621893.7551474756	67622040002.82442	4.575612014398946e-05	1508879453.6879458	1.7326302438575157e+26	1.2994726828931367e+26	0	4.331575609643789e+25	0	0	0	0	0
1.988409290905587e+33	726425824.5412189	644767.5747782311	67552470002.92529	5.0992953931119334e-05	1743421978.8989253	1.9305414771684057e+26	1.4479061078763043e+26	0	4.826353692921014e+25	0	0	0	0	0
1.9884090978514393e+33	835361097.9253659	667688.5545770909	67482900003.02616	5.662684943661173e-05	2004866635.0208783	2.1431314408014533e+26	1.60734858060109e+26	0	5.357828602003633e+25	0	0	0	0	0
1.9884088835382954e+33	956374063.4814708	690656.8402940368	67413330003.12704	6.267402068642428e-05	2295297752.35553	2.3709467972351985e+26	1.778210097926399e+26	0	5.927366993087996e+25	0	0	0	0	0
1.9884086464436156e+33	1090371671.9817967	713672.5782628525	67343760003.22791	6.915086775067981e-05	2616892012.7563124	2.6145364655234496e+26	1.9609023491425873e+26	0	6.536341163808624e+25	0	0	0	0	0
1.988408384989969e+33	1238300042.213324	736735.915403449	67274190003.32878	7.607397861405915e-05	2971920101.311978	2.8744516328279333e+26	2.15583872462095e+26	0	7.186129082069833e+25	0	0	0	0	0
1.9884080975448057e+33	1401145159.3057451	759846.9992241851	67204620003.42965	8.346013106503414e-05	3362748382.3337884	3.1512457660111645e+26	2.3634343245083732e+26	0	7.878114415027911e+25	0	0	0	0	0
1.988407782420229e+33	1579933583.327768	783005.977824227	67135050003.530525	9.1326294604146e-05	3791840599.986644	3.445474623297377e+26	2.5841059674730326e+26	0	8.613686558243442e+25	0	0	0	0	0
1.9884074378727667e+33	1775733168.2948194	806212.9998958858	67065480003.6314	9.968963237150451e-05	4261759603.907566	3.757696265988503e+26	2.818272199491377e+26	0	9.394240664971257e+25	0	0	0	0	0
1.98840706210314e+33	1989653791.7338572	829468.2147269795	66995910003.73228	0.0001085675030937165	4775169100.161257	4.088471070248223e+26	3.0663533026861674e+26	0	1.0221177675620558e+26	0	0	0	0	0
1.988406653256033e+33	2222848094.952696	852771.772203205	66926340003.83314	0.0001179774630504383	5334835427.88647	4.4383617389471545e+26	3.328771304210366e+26	0	1.1095904347367886e+26	0	0	0	0	0
1.988406209419859e+33	2476512234.1630845	876123.8228105019	66856770003.93401	0.00012793726806074307	5943629361.991404	4.80793331356753e+26	3.6059499851756476e+26	0	1.2019833283918825e+26	0	0	0	0	0
1.9884057286265277e+33	2751886642.609583	899524.5176374577	66787200004.03489	0.00013846487548952537	6604527942.262999	5.197753186179452e+26	3.898314889634589e+26	0	1.299438296544863e+26	0	0	0	0	0
1.988405208851209e+33	3050256803.8571815	922974.0083776906	66717630004.13576	0.0001495784462741201	7320616329.257236	5.6083911114685956e+26	4.2062933336014465e+26	0	1.4020977778671489e+26	0	0	0	0	0
1.9884046480120979e+33	3372954036.3938575	946472.4473322564	66648060004.23663	0.00016129634697136116	8095089687.345259	6.040419218835358e+26	4.530314414126519e+26	0	1.5101048047088395e+26	0	0	0	0	0
1.988404043970176e+33	3721356289.7058024	970019.9874120664	66578490004.3375	0.00017363715182528206	8931255095.293926	6.494412024554571e+26	4.870809018415928e+26	0	1.6236030061386428e+26	0	0	0	0	0
1.9884033945289735e+33	4096888951.9850206	993616.7821402953	66508920004.43838	0.00018661964485565776	9832533484.76405	6.970946443993633e+26	5.228209832995224e+26	0	1.7427366109984082e+26	0	0	0	0	0
1.9884026974343292e+33	4501025669.632321	1017262.9856548335	66439350004.53925	0.0002002628219676279	10802461607.117573	7.47060180390673e+26	5.602951352930048e+26	0	1.8676504509766825e+26	0	0	0	0	0
1.9884019503741487e+33	4935289178.719142	1040958.7527107142	66369780004.64013	0.00021458589308258013	11844694028.92594	7.993959854775155e+26	5.995469891081366e+26	0	1.9984899636937887e+26	0	0	0	0	0
1.9884011509781633e+33	5401252148.57564	1064704.2386825674	66300210004.74099	0.00022960828429053598	12963005156.581535	8.541604783223828e+26	6.406203587417871e+26	0	2.135401195805957e+26	0	0	0	0	0
1.988400296817685e+33	5900538037.673847	1088499.599567082	66230640004.84186	0.0002453496400242504	14161291290.417233	9.11412322449703e+26	6.835592418372772e+26	0	2.2785308061242574e+26	0	0	0	0	0
1.9883993854053626e+33	6434821961.9768	1112344.9919854614	66161070004.94273	0.0002618298252552334	15443572708.74432	9.712104274991223e+26	7.284078206243417e+26	0	2.4280260687478057e+26	0	0	0	0	0
1.9883984141949352e+33	7005831575.928373	1136240.5731859202	66091500005.04361	0.0002790689277119508	16813995782.228096	1.033613950486919e+27	7.752104628651893e+26	0	2.5840348762172975e+26	0	0	0	0	0
1.9883973805809847e+33	7615347966.258541	1160186.5010461588	66021930005.144485	0.00029708726012038695	18276835119.0205	1.0986822970713992e+27	8.240117228035494e+26	0	2.746705742678498e+26	0	0	0	0	0
1.9883962818986876e+33	8265206558.783465	1184182.9340758622	65952360005.24536	0.0003159053624672269	19836495741.080315	1.1664751228264088e+27	8.748563421198066e+26	0	2.916187807066022e+26	0	0	0	0	0
1.988395115423565e+33	8957298038.381145	1208230.0314192097	65882790005.34623	0.00033554400428588226	21497515292.11475	1.2370523345206363e+27	9.277892508904771e+26	0	3.0926308363015907e+26	0	0	0	0	0
1.9883938783712305e+33	9693569282.325464	1232327.9528573772	65813220005.44709	0.0003560241869655763	23264566277.581112	1.3104740914024312e+27	9.828555685518235e+26	0	3.276185228506078e+26	0	0	0	0	0
1.988392567897139e+33	10476024307.16584	1256476.8588110781	65743650005.547966	0.00037736714608376047	25142458337.198017	1.3868008064933987e+27	1.040100604870049e+27	0	3.467002016233497e+26	0	0	0	0	0
1.9883911810963326e+33	11306725229.33951	1280676.9103430877	65674080005.64884	0.00039959435376205765	27136140550.41482	1.4660931478851373e+27	1.099569860913853e+27	0	3.665232869712843e+26	0	0	0	0	0
1.9883897150031848e+33	12187793239.708345	1304928.2691607862	65604510005.74972	0.0004227275210459969	29250703775.300026	1.5484120400447307e+27	1.161309030033548e+27	0	3.871030100111827e+26	0	0	0	0	0
1.9883881665911446e+33	13121409592.213995	1329231.0976187175	65534940005.850586	0.0004467886003087826	31491383021.31359	1.6338186651258707e+27	1.225363998844403e+27	0	4.084546662814677e+26	0	0	0	0	0
1.9883865327724794e+33	14109816606.846561	1353585.558721134	65465370005.95146	0.00047179978767931485	33863559856.431747	1.7223744642851895e+27	1.291780848213892e+27	0	4.305936160712974e+26	0	0	0	0	0
1.9883848103980152e+33	15155318687.128193	1377991.8161245913	65395800006.05233	0.0004977835254947674	36372764849.10766	1.8141411390081742e+27	1.3606058542561306e+27	0	4.5353528475204355e+26	0	0	0	0	0
1.9883829962568763e+33	16260283352.31052	1402450.0341405135	65326230006.153206	0.0005247625047779	39024680045.54525	1.9091806524371956e+27	1.4318854893278966e+27	0	4.772951631092989e+26	0	0	0	0	0
1.988381087076224e+33	17427142284.4925	1426960.3777377869	65256660006.254074	0.0005527596677394102	41825141482.782	2.0075552307090386e+27	1.505666423031779e+27	0	5.0188880767725966e+26	0	0	0	0	0
1.9883790795209932e+33	18658392390.865505	1451523.0125453637	65187090006.35494	0.000581798210305564	44780141738.07721	2.1093273642978458e+27	1.5819955232233843e+27	0	5.2733184107446144e+26	0	0	0	0	0
1.9883769701936289e+33	19956596881.294903	1476138.1048548578	65117520006.45582	0.0006119015846713424	47895832515.10777	2.2145598093629203e+27	1.6609198570221902e+27	0	5.536399523407301e+26	0	0	0	0	0
1.9883747556338194e+33	21324386361.453575	1500805.8216231822	65047950006.556694	0.0006430935018794194	51178527267.48858	2.3233155891070412e+27	1.7424866918302807e+27	0	5.808288972767603e+26	0	0	0	0	0
1.9883724323182303e+33	22764459941.720364	1525526.3304751643	64978380006.65757	0.0006753979344251622	54634703860.12887	2.4356579951356348e+27	1.8267434963517263e+27	0	6.089144987839087e+26	0	0	0	0	0
1.9883699966602352e+33	24279586362.06487	1550299.7997061885	64908810006.75844	0.0007088391188879776	58271007268.95568	2.55165058882639e+27	1.9137379416197928e+27	0	6.379126472065976e+26	0	0	0	0	0
1.9883674450096463e+33	25872605133.139317	1575126.3982848441	64839240006.85931	0.0007434415585892435	62094252319.534355	2.671357202703911e+27	2.0035179020279332e+27	0	6.678393006759778e+26	0	0	0	0	0
1.9883647736524435e+33	27546427693.802277	1600006.295855572	64769670006.960175	0.0007792300262770908	66111426465.12546	2.794841941818936e+27	2.096131456364202e+27	0	6.98710485454734e+26	0	0	0	0	0
1.9883619788105017e+33	29304038585.304657	1624939.6627413486	64700100007.06105	0.0008162295668383615	70329692604.73117	2.92216918513902e+27	2.1916268888542647e+27	0	7.30542296284755e+26	0	0	0	0	0
1.9883590566413167e+33	31148496642.365498	1649926.6699463488	64630530007.16193	0.0008544655000379378	74756391941.67719	3.05340358693866e+27	2.290052690203995e+27	0	7.63350896734665e+26	0	0	0	0	0
1.9883560032377297e+33	33082936201.37542	1674967.489158639	64560960007.262794	0.0008939634232857944	79399046883.30101	3.188610078201388e+27	2.3914575586510412e+27	0	7.97152519550347e+26	0	0	0	0	0
1.9883528146276515e+33	35110568325.96249	1700062.2927528613	64491390007.36366	0.0009347492144319992	84265363982.30997	3.3278538680234925e+27	2.4958904010176194e+27	0	8.319634670058731e+26	0	0	0	0	0
1.9883494867737834e+33	37234682050.16488	1725211.2537929532	64421820007.46454	0.0009768490345900176	89363236920.39572	3.4712004450306717e+27	2.603400333773004e+27	0	8.678001112576679e+26	0	0	0	0	0
1.9883460155733383e+33	39458645639.45073	1750414.5460348534	64352250007.565414	0.0010202893309885284	94700749534.68175	3.618715578792739e+27	2.714036684094554e+27	0	9.046788946981847e+26	0	0	0	0	0
1.9883423968577594e+33	41785907869.835205	1775672.3439292277	64282680007.66629	0.0010650968398520989	100286178887.60449	3.770465321250729e+27	2.827848990938047e+27	0	9.426163303126823e+26	0	0	0	0	0
1.9883386263924383e+33	44219999325.3453	1800984.822624206	64213110007.76715	0.0011112985893109973	106127998380.8287	3.9265160081483937e+27	2.9448870061112953e+27	0	9.816290020370984e+26	0	0	0	0	0
1.9883346998764302e+33	46764533714.08497	1826352.1579681132	64143540007.86803	0.0011589219023404118	112234880913.80392	4.0869342604672296e+27	3.065200695350422e+27	0	1.0217335651168074e+27	0	0	0	0	0
1.9883306129421697e+33	49423209203.163124	1851774.5265122426	64073970007.9689	0.0012079943997294598	118615702087.59149	4.2517869858754436e+27	3.1888402394065827e+27	0	1.0629467464688609e+27	0	0	0	0	0
1.9883263611551837e+33	52199809772.73975	1877252.1055136065	64004400008.06977	0.0012585440030801775	125279543454.57541	4.4211413801730424e+27	3.3158560351297816e+27	0	1.1052853450432606e+27	0	0	0	0	0
1.9883219400138034e+33	55098206589.459496	1902785.07293771	63934830008.17065	0.0013105989378368761	132235695814.70279	4.5950649287506284e+27	3.4462986965629714e+27	0	1.1487662321876571e+27	0	0	0	0	0
1.9883173449488746e+33	58122359399.54052	1928373.6074613384	63865260008.271515	0.0013641877363461605	139493662558.89725	4.7736254080521357e+27	3.580219056039102e+27	0	1.1934063520130339e+27	0	0	0	0	0
1.9883125713234665e+33	61276317941.788376	1954017.8884753368	63795690008.37239	0.0014193392409478738	147063163060.29208	4.956890887040459e+27	3.717668165280344e+27	0	1.2392227217601148e+27	0	0	0	0	0
1.9883076144325795e+33	64564223380.817116	1979718.0960874313	63726120008.47327	0.0014760826070973967	154954136113.96106	5.144929728678526e+27	3.858697296508895e+27	0	1.2862324321696316e+27	0	0	0	0	0
1.988302469502851e+33	67990309760.74935	2005474.411125027	63656550008.57414	0.0015344473065194738	163176743425.79843	5.337810591404341e+27	4.003357943553256e+27	0	1.3344526478510853e+27	0	0	0	0	0
1.9882971316922596e+33	71558905479.6853	2031287.0151380342	63586980008.675	0.0015944631303940048	171741373151.24472	5.53560243062123e+27	4.1517018229659223e+27	0	1.3839006076553074e+27	0	0	0	0	0
1.988291596089829e+33	75274434785.22623	2057156.0904017016	63517410008.77587	0.0016561601925740837	180658643484.54294	5.738374500191449e+27	4.3037808751435867e+27	0	1.4345936250478622e+27	0	0	0	0	0
1.9882858577153288e+33	79141419291.3411	2083081.8199194456	63447840008.87675	0.0017195689328365754	189939406299.21863	5.946196353931907e+27	4.4596472654489305e+27	0	1.4865490884829767e+27	0	0	0	0	0
1.9882799115189748e+33	83164479516.87985	2109064.3874257207	63378270008.97762	0.0017847201201656902	199594750840.51166	6.159137847127245e+27	4.619353385345434e+27	0	1.5397844617818113e+27	0	0	0	0	0
1.9882737523811278e+33	87348336446.0224	2135103.9773888667	63308700009.0785	0.0018516448560697172	209636007470.45377	6.37726913803414e+27	4.7829518535256045e+27	0	1.594317284508535e+27	0	0	0	0	0
1.9882673751119897e+33	91697813110.9751	2161200.775013984	63239130009.179375	0.0019203745779313957	220074751466.34024	6.60066068940274e+27	4.950495517052055e+27	0	1.650165172350685e+27	0	0	0	0	0
1.9882607744513002e+33	96217836197.21913	2187354.9662458133	63169560009.28024	0.0019909410623922042	230922806873.3259	6.829383270000569e+27	5.122037452500427e+27	0	1.7073458175001423e+27	0	0	0	0	0
1.9882539450680302e+33	100913437671.62181	2213566.7377716186	63099990009.3811	0.0020633764287709016	242192250411.89233	7.063507956138014e+27	5.297630967103511e+27	0	1.7658769890345035e+27	0	0	0	0	0
1.988246881560074e+33	105789756433.7328	2239836.2770241024	63030420009.48198	0.0021377131425167595	253895415440.9587	7.303106133212834e+27	5.477329599909626e+27	0	1.8257765333032086e+27	0	0	0	0	0
1.9882395784539406e+33	110852039990.57784	2266163.7721843035	62960850009.582855	0.0022139840186977087	266044895977.3868	7.548249497243237e+27	5.661187122932428e+27	0	1.8870623743108092e+27	0	0	0	0	0
1.9882320302044433e+33	116105646155.2809	2292549.4121845216	62891280009.68373	0.0022922222255238535	278653550772.6742	7.799010056419869e+27	5.849257542314902e+27	0	1.9497525141049673e+27	0	0	0	0	0
1.9882242311943867e+33	121556044769.84312	2318993.3867112473	62821710009.7846	0.002372461287906692	291734507447.6235	8.055460132659789e+27	6.041595099494842e+27	0	2.0138650331649473e+27	0	0	0	0	0
1.988216175734254e+33	127208819452.40866	2345495.886208093	62752140009.885475	0.002454735091054352	305301166685.78076	8.317672363160634e+27	6.238254272370475e+27	0	2.0794180907901585e+27	0	0	0	0	0
1.9882078580618908e+33	133069669369.36542	2372057.1018787543	62682570009.98634	0.0025390778841033455	319367206486.477	8.585719701976466e+27	6.439289776482349e+27	0	2.1464299254941164e+27	0	0	0	0	0
1.988199272342189e+33	139144411032.61255	2398677.225689966	62613000010.08722	0.002625524283787048	333946586478.27014	8.859675421578578e+27	6.644756566183933e+27	0	2.2149188553946445e+27	0	0	0	0	0
1.9881904126667672e+33	145438980122.34958	2425356.4503744636	62543430010.18809	0.0027141092781413816	349053552293.63904	9.139613114437908e+27	6.854709835828431e+27	0	2.284903278609477e+27	0	0	0	0	0
1.9881812730536528e+33	151959433335.74084	2452094.969433974	62473860010.288956	0.0028048682302480926	364702640005.778	9.425606694607716e+27	7.069205020955788e+27	0	2.356401673651929e+27	0	0	0	0	0
1.9881718474469582e+33	158711950261.80316	2478892.9771421836	62404290010.38983	0.0028978368820158674	380908680628.3276	9.717730399306289e+27	7.288297799479717e+27	0	2.4294325998265722e+27	0	0	0	0	0
1.9881621297165588e+33	165702835282.89896	2505750.6685477663	62334720010.49071	0.002993051357999959	397686804678.95746	1.0016058790523305e+28	7.512044092892479e+27	0	2.5040146976308264e+27	0	0	0	0	0
1.9881521136577684e+33	172938519503.17645	2532668.2394773667	62265150010.59158	0.003090548169260349	415052446807.6235	1.0320666756607618e+28	7.740500067455713e+27	0	2.5801666891519045e+27	0	0	0	0	0
1.9881417929910117e+33	180425562704.35083	2559645.8865386317	62195580010.69245	0.0031903642172591397	433021350490.442	1.063162951387888e+28	7.97372213540916e+27	0	2.65790737846972e+27	0	0	0	0	0
1.988131161361498e+33	188170655329.19373	2586683.8071232345	62126010010.79332	0.003292536797797435	451609572790.06494	1.0949022608239022e+28	8.211766956179266e+27	0	2.7372556520597554e+27	0	0	0	0	0
1.9881202123388897e+33	196180620493.11234	2613782.199409904	62056440010.89419	0.0033971036049920966	470833489183.4696	1.1272921916781917e+28	8.454691437586438e+27	0	2.818230479195479e+27	0	0	0	0	0
1.9881089394169728e+33	204462416024.2182	2640941.2623674907	61986870010.99506	0.003504102735292944	490709798458.1237	1.1603403649429667e+28	8.70255273707225e+27	0	2.9008509123574167e+27	0	0	0	0	0
1.9880973360133233e+33	213023136532.26202	2668161.195758011	61917300011.09594	0.003613572691540575	511255527677.4289	1.1940544350546535e+28	8.955408262909901e+27	0	2.985136087636634e+27	0	0	0	0	0
1.9880853954689727e+33	221870015506.84372	2695442.2001397144	61847730011.196815	0.0037255523870653854	532488037216.4249	1.2284420900579017e+28	9.213315675434263e+27	0	3.0711052251447544e+27	0	0	0	0	0
1.988073111048072e+33	231010427445.30496	2722784.4768701703	61778160011.297676	0.003840081149828219	554425025868.7319	1.2635110517694803e+28	9.476332888271102e+27	0	3.158777629423701e+27	0	0	0	0	0
1.9880604759375545e+33	240451890010.69794	2750188.228109336	61708590011.39855	0.003957198726602891	577084536025.675	1.2992690759418635e+28	9.744518069563976e+27	0	3.248172689854659e+27	0	0	0	0	0
1.988047483246795e+33	250202066220.271	2777653.656822679	61639020011.49943	0.004076945287201325	600484958928.6504	1.3357239524297838e+28	1.0017929643223378e+28	0	3.3393098810744595e+27	0	0	0	0	0
1.9880341260072708e+33	260268766664.86383	2805180.966784262	61569450011.6003	0.004199361428741376	624645039995.6732	1.372883505354094e+28	1.0296626290155706e+28	0	3.432208763385235e+27	0	0	0	0	0
1.9880203971722174e+33	270659951759.6614	2832770.3625798724	61499880011.70118	0.0043244881799580775	649583884223.1874	1.4107555932685276e+28	1.0580666949513958e+28	0	3.526888983171319e+27	0	0	0	0	0
1.9880062896162847e+33	281383734026.72766	2860422.0496101426	61430310011.80204	0.004452367005558583	675320961664.1464	1.4493481093262584e+28	1.0870110819946937e+28	0	3.623370273315646e+27	0	0	0	0	0
1.9879917961351915e+33	292448380409.75507	2888136.2340936777	61360740011.902916	0.004583039810621245	701876112983.4121	1.4886689814459575e+28	1.1165017360844682e+28	0	3.721672453614894e+27	0	0	0	0	0
1.9879769094453772e+33	303862314621.4938	2915913.1230702205	61291170012.003784	0.004716548945039503	729269555091.5851	1.5287261724812083e+28	1.1465446293609063e+28	0	3.821815431203021e+27	0	0	0	0	0
1.9879616221836523e+33	315634119524.2832	2943752.9244037913	61221600012.10466	0.004852937208010701	757521886858.2797	1.5695276803866497e+28	1.1771457602899872e+28	0	3.923819200966624e+27	0	0	0	0	0
1.9879459269068485e+33	327772539544.1625	2971655.846785859	61152030012.205536	0.0049922478525705385	786654094905.99	1.611081538387438e+28	1.2083111537905785e+28	0	4.027703845968595e+27	0	0	0	0	0
1.9879298160914647e+33	340286483119.0178	2999622.0997385173	61082460012.306404	0.00513452459017355	816687559485.6428	1.6533958151483076e+28	1.2400468613612307e+28	0	4.133489537870769e+27	0	0	0	0	0
1.9879132821333133e+33	353185025181.2287	3027651.8936176547	61012890012.40728	0.005279811595320014	847644060434.949	1.6964786149419852e+28	1.272358961206489e+28	0	4.241196537354963e+27	0	0	0	0	0
1.9878963173471638e+33	366477409675.3095	3055745.4396161735	60943320012.508156	0.005428153510229983	879545783220.7429	1.7403380778213334e+28	1.305253558366e+28	0	4.3508451945533335e+27	0	0	0	0	0
1.9878789139663855e+33	380173052110.9989	3083902.9497671747	60873750012.60902	0.005579595449564589	912415325066.3973	1.7849823797876433e+28	1.3387367848407325e+28	0	4.4624559494691083e+27	0	0	0	0	0
1.9878610641425877e+33	394281542152.30975	3112124.636947178	60804180012.70989	0.005734183005195378	946275701165.5433	1.8304197329626818e+28	1.3728147997220112e+28	0	4.5760493324067044e+27	0	0	0	0	0
1.9878427599452582e+33	408812646243.02765	3140410.7148793447	60734610012.81076	0.005891962251022069	981150350983.2664	1.876658385760067e+28	1.4074937893200503e+28	0	4.6916459644001674e+27	0	0	0	0	0
1.9878239933614007e+33	423776310269.1518	3168761.3981367033	60665040012.91164	0.006052979747839146	1017063144645.9642	1.9237066230559241e+28	1.4427799672919432e+28	0	4.8092665576398103e+27	0	0	0	0	0
1.9878047562951702e+33	439182662258.8101	3197176.9021454053	60595470013.01251	0.006217282548252032	1054038389421.1443	1.971572766363613e+28	1.4786795747727098e+28	0	4.9289319159090327e+27	0	0	0	0	0
1.9877850405675066e+33	455042015120.1358	3225657.4431879683	60525900013.11339	0.006384918201643018	1092100836288.3259	2.020265174004031e+28	1.5151988805030234e+28	0	5.050662935010078e+27	0	0	0	0	0
1.9877648379157665e+33	471364869417.6494	3254203.2384065376	60456330013.214264	0.006555934759187712	1131275686602.3586	2.0697922412800313e+28	1.5523441809600236e+28	0	5.174480603200078e+27	0	0	0	0	0
1.9877441399933537e+33	488161916187.67236	3282814.505806161	60386760013.31512	0.006730380778922434	1171588598850.4136	2.1201624006500346e+28	1.5901218004875258e+28	0	5.300406001625086e+27	0	0	0	0	0
1.987722938369347e+33	505444039793.29553	3311491.4642580585	60317190013.41599	0.006908305330862969	1213065695503.9092	2.1713841219006965e+28	1.6285380914255224e+28	0	5.428460304751741e+27	0	0	0	0	0
1.9877012245281282e+33	523222320819.4824	3340234.333502929	60247620013.51687	0.007089758002175543	1255733569966.7578	2.2234659123240983e+28	1.6675994342430737e+28	0	5.558664780810246e+27	0	0	0	0	0
1.987678989869005e+33	541508039008.8143	3369043.334154239	60178050013.617744	0.007274788902400081	1299619293621.1543	2.2764163168898673e+28	1.7073122376674005e+28	0	5.691040792224668e+27	0	0	0	0	0
1.987656225705836e+33	560312676238.4723	3397918.6877015317	60108480013.71862	0.007463448668726656	1344750422972.3335	2.3302439184217807e+28	1.7476829388163357e+28	0	5.825609796054452e+27	0	0	0	0	0
1.9876329232666518e+33	579647919539.0109	3426860.616513753	60038910013.81949	0.00765578847132553	1391155006893.626	2.384957337773477e+28	1.7887180033301077e+28	0	5.962393344433692e+27	0	0	0	0	0
1.987609073693274e+33	599525664155.4852	3455869.3438425595	59969340013.92036	0.007851860018731206	1438861593973.1646	2.4405652340028943e+28	1.8304239255021707e+28	0	6.101413085007236e+27	0	0	0	0	0
