mass	pressure	temperature	radius	density	specificenergy	dm	h1	he3	he4	c12	n14	o16	ne20	mg24
1.0751855961544713e+35	58135281864.205345	1621652.5776059744	68735160001.21046	0.00018544893475875679	113363799635.20042	6.751090551906885e+26	5.0633179139301644e+26	0	1.6877726379767214e+26	0	0	0	0	0
1.0751855894033808e+35	80398393768.95094	1758570.2189161284	68665590001.31134	0.00023649939573744895	156776867849.45435	8.676076740842562e+26	6.507057555631921e+26	0	2.1690191852106405e+26	0	0	0	0	0
1.075185580727304e+35	108579303920.79463	1895765.5823885133	68596020001.41222	0.0002962816782982564	211729642645.54956	1.0937927448158495e+27	8.203445586118871e+26	0	2.7344818620396237e+26	0	0	0	0	0
1.0751855697893766e+35	143668871355.47913	2033239.51356396	68526450001.51308	0.0003655245206136224	280154299143.1843	1.3564331922799773e+27	1.017324894209983e+27	0	3.391082980699943e+26	0	0	0	0	0
1.0751855562250446e+35	186742039338.8647	2170992.8613713146	68456880001.61395	0.000444965233086485	364146976710.78613	1.6583091908646478e+27	1.2437318931484858e+27	0	4.1457729771616194e+26	0	0	0	0	0
1.0751855396419527e+35	238959426889.5674	2309026.478140964	68387310001.71483	0.0005353497845091655	465970882434.6565	2.0022122215013297e+27	1.5016591661259973e+27	0	5.005530553753324e+26	0	0	0	0	0
1.0751855196198305e+35	301568944020.07513	2447341.219618412	68317740001.8157	0.0006374328890891743	588059440839.1465	2.3909451290415165e+27	1.7932088467811373e+27	0	5.977362822603791e+26	0	0	0	0	0
1.0751854957103793e+35	375907431029.125	2585937.9449778213	68248170001.91657	0.0007519780943506528	733019490506.7937	2.8273221799590043e+27	2.1204916349692533e+27	0	7.068305449897511e+26	0	0	0	0	0
1.0751854674371575e+35	463402322182.87836	2724817.516835786	68178600002.01745	0.0008797578699205362	903634528256.6128	3.314169120385254e+27	2.4856268402889406e+27	0	8.285422800963135e+26	0	0	0	0	0
1.0751854342954663e+35	565573334126.7811	2863980.8012649766	68109030002.11832	0.0010215536972081492	1102868001547.2231	3.854323234467575e+27	2.8907424258506813e+27	0	9.635808086168938e+26	0	0	0	0	0
1.075185395752234e+35	684034179374.9817	3003428.667807935	68039460002.21919	0.0011781561599874932	1333866649781.2144	4.450633403061474e+27	3.3379750522961055e+27	0	1.1126583507653685e+27	0	0	0	0	0
1.0751853512459e+35	820494305228.8058	3143161.9894909128	67969890002.32005	0.0013503650358913395	1599963895196.1714	5.105960162752339e+27	3.829470122064254e+27	0	1.2764900406880848e+27	0	0	0	0	0
1.0751853001862984e+35	976760658480.5321	3283181.64283768	67900320002.42093	0.0015389893888262433	1904683284037.0376	5.823175765204347e+27	4.36738182390326e+27	0	1.4557939413010868e+27	0	0	0	0	0
1.0751852419545407e+35	1154739476264.0115	3423488.5078835683	67830750002.521805	0.001744847662318191	2251741978714.8223	6.605164236850958e+27	4.953873177638219e+27	0	1.6512910592127394e+27	0	0	0	0	0
1.0751851759028983e+35	1356438103417.981	3564083.468189384	67761180002.62268	0.0019687677737978545	2645054301665.063	7.454821438904866e+27	5.59111607917865e+27	0	1.8637053597262165e+27	0	0	0	0	0
1.075185101354684e+35	1583966836733.6052	3704967.4108554674	67691610002.72356	0.0022115872098353406	3088735331630.531	8.375055127710162e+27	6.281291345782621e+27	0	2.0937637819275404e+27	0	0	0	0	0
1.0751850176041327e+35	1839540796462.5305	3846141.226535806	67622040002.82442	0.0024741531223339795	3587104553101.9346	9.368785015425888e+27	7.026588761569416e+27	0	2.342196253856472e+27	0	0	0	0	0
1.0751849239162826e+35	2125481825466.8047	3987605.809452112	67552470002.92529	0.002757322425692701	4144689559660.269	1.0438942831036556e+28	7.829207123277417e+27	0	2.609735707759139e+27	0	0	0	0	0
1.0751848195268543e+35	2444220416397.9478	4129362.0574081363	67482900003.02616	0.0030619618949473608	4766229811975.998	1.1588472381716072e+28	8.691354286287054e+27	0	2.897118095429018e+27	0	0	0	0	0
1.0751847036421304e+35	2798297667296.6006	4271410.871803854	67413330003.12704	0.0033889482649002638	5456680451228.371	1.2820329614502477e+28	9.615247210876858e+27	0	3.205082403625619e+27	0	0	0	0	0
1.0751845754388342e+35	3190367266010.733	4413753.157649794	67343760003.22791	0.00373916833024845	6221216168720.93	1.4137482678326756e+28	1.0603112008745066e+28	0	3.534370669581689e+27	0	0	0	0	0
1.0751844340640074e+35	3623197503835.236	4556389.823581432	67274190003.32878	0.004113519046720733	7065235132478.711	1.55429119863727e+28	1.1657183989779524e+28	0	3.885727996593175e+27	0	0	0	0	0
1.0751842786348875e+35	4099673318781.039	4699321.781873534	67204620003.42965	0.004512907633233461	7994362971623.027	1.7039610278762741e+28	1.2779707709072057e+28	0	4.2599025696906853e+27	0	0	0	0	0
1.0751841082387848e+35	4622798368888.754	4842549.948454752	67135050003.530525	0.004938251675076132	9014456819333.07	1.8630582685611483e+28	1.3972937014208612e+28	0	4.6576456714028707e+27	0	0	0	0	0
1.075183921932958e+35	5195697136005.473	4986075.24292208	67065480003.6314	0.005390479228136308	10131609415210.672	2.031884679037732e+28	1.523913509278299e+28	0	5.07971169759433e+27	0	0	0	0	0
1.07518371874449e+35	5821617060451.115	5129898.588555461	66995910003.73228	0.005870528924175136	11352153267879.674	2.2107432693581625e+28	1.658057452018622e+28	0	5.526858173395406e+27	0	0	0	0	0
1.075183497670163e+35	6503930707005.558	5274020.912332458	66926340003.83314	0.006379350077163983	12682664878660.836	2.3999383076858823e+28	1.7999537307644117e+28	0	5.999845769214706e+27	0	0	0	0	0
1.0751832576763321e+35	7246137962653.267	5418443.144942876	66856770003.93401	0.006917902790692518	14129969027173.871	2.5997753267328253e+28	1.949831495049619e+28	0	6.499438316832063e+27	0	0	0	0	0
1.0751829976987994e+35	8051868266530.278	5563166.2208036315	66787200004.03489	0.007487158066460248	15701143119734.043	2.81056113023529e+28	2.1079208476764674e+28	0	7.026402825588225e+27	0	0	0	0	0
1.0751827166426863e+35	8924882872521.045	5708191.07807349	66717630004.13576	0.008088097913861114	17403521601416.04	3.0326037994576126e+28	2.2744528495932094e+28	0	7.581509498644031e+27	0	0	0	0	0
1.0751824133823063e+35	9869077144962.168	5853518.6586679565	66648060004.23663	0.008721715460673305	19244700432676.23	3.266212699734519e+28	2.4496595248008894e+28	0	8.165531749336298e+27	0	0	0	0	0
1.0751820867610364e+35	10888482887914.527	5999149.908274225	66578490004.3375	0.009389015064865239	21232541631433.33	3.5116984870461624e+28	2.633773865284622e+28	0	8.779246217615406e+27	0	0	0	0	0
1.0751817355911878e+35	11987270708471.08	6145085.77636607	66508920004.43838	0.010091012427528485	23375177881518.61	3.7693731146248474e+28	2.8270298359686355e+28	0	9.423432786562118e+27	0	0	0	0	0
1.0751813586538763e+35	13169752414577.34	6291327.2162190145	66439350004.53925	0.010828734706950607	25681017208425.812	4.039549839602747e+28	3.0296623797020605e+28	0	1.0098874599006868e+28	0	0	0	0	0
1.0751809546988923e+35	14440383447842.732	6437875.184925341	66369780004.64013	0.011603220633837608	28158747723293.33	4.322543229684766e+28	3.2419074222635743e+28	0	1.0806358074211914e+28	0	0	0	0	0
1.0751805224445694e+35	15803765351832.75	6584730.643409265	66300210004.74099	0.01241552062769906	30817342436073.867	4.618669169862335e+28	3.464001877396751e+28	0	1.1546672924655837e+28	0	0	0	0	0
1.0751800605776524e+35	17264648276335.742	6731894.5564421695	66230640004.84186	0.013266696914407352	33666064138854.703	4.9282448691594595e+28	3.6961836518695944e+28	0	1.2320612172898649e+28	0	0	0	0	0
1.0751795677531655e+35	18827933518104.53	6879367.892657783	66161070004.94273	0.01415782364494233	36714470360303.84	5.2515888674095e+28	3.9386916505571245e+28	0	1.312897216852375e+28	0	0	0	0	0
1.0751790425942786e+35	20498676098583.945	7027151.624567622	66091500005.04361	0.01508998701533521	39972418392238.695	5.589021042076032e+28	4.191765781557024e+28	0	1.397255260519008e+28	0	0	0	0	0
1.0751784836921744e+35	22282087379135.676	7175246.728576305	66021930005.144485	0.016064285387821668	43450070389314.58	5.940862615095112e+28	4.455646961321333e+28	0	1.485215653773778e+28	0	0	0	0	0
1.0751778896059129e+35	24183537714285.195	7323654.184996994	65952360005.24536	0.01708182941321803	47157898542856.13	6.307436159761423e+28	4.730577119821067e+28	0	1.5768590399403558e+28	0	0	0	0	0
1.0751772588622968e+35	26208559143519.68	7472374.978066923	65882790005.34623	0.018143742154532645	51106690329863.375	6.689065607645974e+28	5.016799205734481e+28	0	1.6722664019114936e+28	0	0	0	0	0
1.075176589955736e+35	28362848122171.887	7621410.09596287	65813220005.44709	0.019251159211824194	55307553838235.19	7.08607625554331e+28	5.314557191657482e+28	0	1.7715190638858274e+28	0	0	0	0	0
1.0751758813481105e+35	30652268291937.656	7770760.530816874	65743650005.547966	0.020405228848321518	59771923169278.44	7.4987947724663875e+28	5.624096079349791e+28	0	1.8746986931165969e+28	0	0	0	0	0
1.0751751314686332e+35	33082853291574.406	7920427.278731847	65674080005.64884	0.021607112117815658	64511563918570.09	7.927549206658322e+28	5.945661904993742e+28	0	1.9818873016645806e+28	0	0	0	0	0
1.0751743387137126e+35	35660809608342.016	8070411.3397973	65604510005.74972	0.022857982993338327	69538578736266.94	8.37266899265156e+28	6.27950174448867e+28	0	2.09316724816289e+28	0	0	0	0	0
1.0751735014468133e+35	38392519470753.125	8220713.718105168	65534940005.850586	0.02415902849714	74865412967968.6	8.834484958357417e+28	6.625863718768062e+28	0	2.208621239589354e+28	0	0	0	0	0
1.0751726179983175e+35	41284543783204.07	8371335.421765553	65465370005.95146	0.025511448831979325	80504860377247.94	9.313329332183991e+28	6.984996999137993e+28	0	2.328332333045998e+28	0	0	0	0	0
1.0751716866653842e+35	44343625103075.63	8522277.462922763	65395800006.05233	0.02691645751374043	86470068950997.5	9.809535750205449e+28	7.357151812654087e+28	0	2.452383937551362e+28	0	0	0	0	0
1.0751707057118091e+35	47576690660885.77	8673540.857771182	65326230006.153206	0.028375281505387692	92774546788727.27	1.0323439263343222e+29	7.742579447507417e+28	0	2.5808598158358055e+28	0	0	0	0	0
1.0751696733678829e+35	50990855424098.52	8825126.626571314	65256660006.254074	0.029889161352274422	99432168076992.11	1.0855376344598447e+29	8.141532258448835e+28	0	2.7138440861496116e+28	0	0	0	0	0
1.0751685878302484e+35	54593425205194.484	8977035.79366588	65187090006.35494	0.0314593513188185	106457179150129.25	1.1405684896313392e+29	8.554263672235045e+28	0	2.851421224078348e+28	0	0	0	0	0
1.0751674472617587e+35	58391899814614.85	9129269.387495873	65117520006.45582	0.03308711952655766	113864204638498.97	1.1974704257459574e+29	8.98102819309468e+28	0	2.9936760643648936e+28	0	0	0	0	0
1.075166249791333e+35	62393976259209.89	9281828.440616872	65047950006.556694	0.034773748093601585	121668253705459.28	1.2562775210982313e+29	9.422081408236736e+28	0	3.1406938027455783e+28	0	0	0	0	0
1.075164993513812e+35	66607551986814.414	9434713.989715215	64978380006.65757	0.0365205332754911	129884726374288.11	1.3170239991150454e+29	9.877679993362841e+28	0	3.2925599977876135e+28	0	0	0	0	0
1.0751636764898129e+35	71040728177598.47	9587927.07562434	64908810006.75844	0.03832878560748192	138529419946317.0	1.3797442290961942e+29	1.0348081718221457e+29	0	3.4493605727404855e+28	0	0	0	0	0
1.0751622967455838e+35	75701813082839.31	9741468.743341165	64839240006.85931	0.04019983004826601	147618535511536.7	1.4444727269576998e+29	1.083354545218275e+29	0	3.6111818173942496e+28	0	0	0	0	0
1.075160852272857e+35	80599325411771.61	9895340.042042455	64769670006.960175	0.04213500612514471	157168684552954.66	1.5112441559775988e+29	1.1334331169831992e+29	0	3.778110389943997e+28	0	0	0	0	0
1.075159341028701e+35	85741997767190.92	10049542.025101421	64700100007.06105	0.04413566808067146	167196895646022.3	1.5800933275479126e+29	1.1850699956609344e+29	0	3.9502333188697814e+28	0	0	0	0	0
1.0751577609353735e+35	91138780130475.67	10204075.750104187	64630530007.16193	0.04620318502077443	177720621254427.56	1.651055201926346e+29	1.2382914014447595e+29	0	4.127638004815865e+28	0	0	0	0	0
1.0751561098801716e+35	96798843396723.6	10358942.278866453	64560960007.262794	0.048338941064378346	188757744623611.0	1.724164888994391e+29	1.2931236667457932e+29	0	4.310412222485977e+28	0	0	0	0	0
1.0751543857152826e+35	102731582960689.77	10514142.67745008	64491390007.36366	0.05054433549453743	200326586773345.06	1.7994576490164056e+29	1.3495932367623042e+29	0	4.498644122541014e+28	0	0	0	0	0
1.0751525862576336e+35	108946622354241.31	10669678.01617993	64421820007.46454	0.05282078291109889	212445913590770.56	1.8769688934055973e+29	1.407726670054198e+29	0	4.692422233513993e+28	0	0	0	0	0
1.07515070928874e+35	115453816936031.33	10825549.369660582	64352250007.565414	0.05516971338490802	225134943025261.06	1.9567341854890156e+29	1.4675506391167617e+29	0	4.891835463722539e+28	0	0	0	0	0
1.0751487525545547e+35	122263257634125.47	10981757.816793205	64282680007.66629	0.05759257261357392	238413352386544.7	2.0387892412792144e+29	1.5290919309594108e+29	0	5.096973103198036e+28	0	0	0	0	0
1.0751467137653134e+35	129385274742311.52	11138304.440792473	64213110007.76715	0.060090822078810564	252301285747507.47	2.1231699302483005e+29	1.5923774476862255e+29	0	5.307924825620751e+28	0	0	0	0	0
1.0751445905953831e+35	136830441770833.9	11295190.329203466	64143540007.86803	0.06266593920536817	266819361453126.12	2.2099122761038958e+29	1.657434207077922e+29	0	5.5247806902597395e+28	0	0	0	0	0
1.075142380683107e+35	144609579352318.72	11452416.573918814	64073970007.9689	0.06531941752157519	281988679737021.5	2.2990524575726217e+29	1.7242893431794663e+29	0	5.747631143931554e+28	0	0	0	0	0
1.0751400816306493e+35	152733759203638.2	11609984.271195708	64004400008.06977	0.0680527668215016	297830830447094.44	2.390626809181498e+29	1.7929701068861236e+29	0	5.976567022953745e+28	0	0	0	0	0
1.07513769100384e+35	161214308144501.34	11767894.521673061	63934830008.17065	0.0708675133287641	314367900881777.6	2.48467182204677e+29	1.8635038665350774e+29	0	6.211679555116925e+28	0	0	0	0	0
1.075135206332018e+35	170062812173554.9	11926148.430388745	63865260008.271515	0.07376519986198929	331622483738432.06	2.581224144664826e+29	1.9359181084986194e+29	0	6.453060361662065e+28	0	0	0	0	0
1.0751326251078733e+35	179291120602784.28	12084747.106796775	63795690008.37239	0.0767473860019492	349617685175429.4	2.680320583704699e+29	2.010240437778524e+29	0	6.700801459261748e+28	0	0	0	0	0
1.0751299447872896e+35	188911350251038.6	12243691.664784763	63726120008.47327	0.07981564826039211	368377132989525.25	2.7819981048089412e+29	2.086498578606706e+29	0	6.954995262022353e+28	0	0	0	0	0
1.0751271627891849e+35	198935889697477.47	12402983.222691225	63656550008.57414	0.08297158025057826	387924984910081.06	2.886293833391212e+29	2.164720375043409e+29	0	7.21573458347803e+28	0	0	0	0	0
1.0751242764953515e+35	209377403595785.5	12562622.90332305	63586980008.675	0.0862167928595438	408285937011781.75	2.9932450554420898e+29	2.2449337915815674e+29	0	7.4831126386052245e+28	0	0	0	0	0
1.0751212832502961e+35	220248837049991.4	12722611.833973037	63517410008.77587	0.08955291442210875	429485232247483.25	3.1028892183366966e+29	2.3271669137525226e+29	0	7.757223045841742e+28	0	0	0	0	0
1.0751181803610777e+35	231563420052736.12	12882951.146437375	63447840008.87675	0.09298159089664407	451548669102835.5	3.2152639316434856e+29	2.4114479487326142e+29	0	8.038159829108714e+28	0	0	0	0	0
1.075114965097146e+35	243334671986877.44	13043641.97703341	63378270008.97762	0.09650448604262313	474502610374411.0	3.3304069679424096e+29	2.4978052259568072e+29	0	8.326017419856024e+28	0	0	0	0	0
1.075111634690178e+35	255576406191277.62	13204685.466617243	63308700009.0785	0.10012328159996621	498373992072991.4	3.448356263638308e+29	2.586267197728731e+29	0	8.62089065909577e+28	0	0	0	0	0
1.0751081863339143e+35	268302734591685.9	13366082.760601522	63239130009.179375	0.10383967747020381	523190332453787.5	3.569149919783607e+29	2.676862439837705e+29	0	8.922874799459017e+28	0	0	0	0	0
1.0751046171839945e+35	281528072397606.56	13527835.008973248	63169560009.28024	0.10765539189947401	548979741175332.8	3.692826202902381e+29	2.7696196521767858e+29	0	9.232065507255952e+28	0	0	0	0	0
1.0751009243577916e+35	295267142866062.5	13689943.366311604	63099990009.3811	0.11157216166337197	575770928588822.0	3.819423545815094e+29	2.8645676593613202e+29	0	9.548558864537734e+28	0	0	0	0	0
1.0750971049342458e+35	309534982133197.0	13852408.991805974	63030420009.48198	0.11559174225367519	603593215159734.1	3.948980548473911e+29	2.961735411355433e+29	0	9.872451371184777e+28	0	0	0	0	0
1.0750931559536973e+35	324346944114627.1	14015233.049273893	62960850009.582855	0.11971590806695671	632476541023523.0	4.08153597879156e+29	3.06115198409367e+29	0	1.02038399469789e+29	0	0	0	0	0
1.0750890744177186e+35	339718705475518.94	14178416.7071791	62891280009.68373	0.12394645259511085	662451475677262.0	4.217128773480594e+29	3.1628465801104454e+29	0	1.0542821933701485e+29	0	0	0	0	0
1.0750848572889451e+35	355666270671343.2	14341961.138649689	62821710009.7846	0.12828518861780944	693549227809119.2	4.355798038893649e+29	3.266848529170237e+29	0	1.0889495097234122e+29	0	0	0	0	0
1.0750805014909063e+35	372205977060278.3	14505867.521496205	62752140009.885475	0.1327339483969056	725801655267542.8	4.497583051863773e+29	3.37318728889783e+29	0	1.1243957629659433e+29	0	0	0	0	0
1.0750760039078544e+35	389354500088280.1	14670137.038230002	62682570009.98634	0.13729458387281251	759241275172146.2	4.642523260556606e+29	3.481892445417454e+29	0	1.1606308151391514e+29	0	0	0	0	0
1.0750713613845938e+35	407128858547786.1	14834770.876081469	62613000010.08722	0.14196896686286722	793901274168183.0	4.790658285314364e+29	3.592993713985773e+29	0	1.197664571328591e+29	0	0	0	0	0
1.0750665707263084e+35	425546419911096.25	14999770.227018388	62543430010.18809	0.14675898926170697	829815518826637.8	4.9420279195113376e+29	3.706520939633503e+29	0	1.2355069798778344e+29	0	0	0	0	0
1.075061628698389e+35	444624905739463.75	15165136.287764423	62473860010.288956	0.15166656324367792	867018566191954.4	5.0966721304098825e+29	3.822504097807412e+29	0	1.2741680326024706e+29	0	0	0	0	0
1.0750565320262586e+35	464382397168911.25	15330870.259817457	62404290010.38983	0.1566936214672899	905545674479377.0	5.2546310600160875e+29	3.9409732950120656e+29	0	1.3136577650040219e+29	0	0	0	0	0
1.0750512773951986e+35	484837340473895.6	15496973.349468343	62334720010.49071	0.16184211728175374	945432813924096.5	5.415945025948455e+29	4.061958769461341e+29	0	1.3539862564871137e+29	0	0	0	0	0
1.0750458614501727e+35	506008552709817.6	15663446.767819343	62265150010.59158	0.16711402493560204	986716677784144.5	5.580654522296402e+29	4.185490891722302e+29	0	1.3951636305741005e+29	0	0	0	0	0
1.0750402807956503e+35	527915227435528.7	15830291.73080286	62195580010.69245	0.17251133978743147	1029434693499281.0	5.7488002204917814e+29	4.311600165368836e+29	0	1.4372000551229453e+29	0	0	0	0	0
1.0750345319954299e+35	550576940516912.25	15997509.459200185	62126010010.79332	0.17803607851878017	1073625034007979.0	5.920422970180181e+29	4.440317227635136e+29	0	1.4801057425450453e+29	0	0	0	0	0
1.0750286115724596e+35	574013656012652.6	16165101.17866018	62056440010.89419	0.18369027934916138	1119326629224672.8	6.095563800091314e+29	4.5716728500684855e+29	0	1.5238909500228284e+29	0	0	0	0	0
1.0750225160086595e+35	598245732143364.2	16333068.119718282	61986870010.99506	0.1894760022532839	1166579177679560.2	6.274263918923885e+29	4.705697939192914e+29	0	1.5685659797309712e+29	0	0	0	0	0
1.0750162417447406e+35	623293927345179.6	16501411.517815297	61917300011.09594	0.19539532918046917	1215423158323100.2	6.456564716218145e+29	4.842423537163609e+29	0	1.6141411790545364e+29	0	0	0	0	0
1.0750097851800243e+35	649179406408996.6	16670132.613316393	61847730011.196815	0.20145036427629584	1265899842497543.5	6.642507763242872e+29	4.981880822432154e+29	0	1.660626940810718e+29	0	0	0	0	0
1.0750031426722611e+35	675923746706574.8	16839232.651530184	61778160011.297676	0.20764323410649568	1318051306077821.0	6.832134813881506e+29	5.124101110411129e+29	0	1.7080337034703764e+29	0	0	0	0	0
1.0749963105374472e+35	703548944504631.9	17008712.8827277	61708590011.39855	0.21397608788311354	1371920441784032.2	7.02548780551668e+29	5.2691158541375095e+29	0	1.75637195137917e+29	0	0	0	0	0
1.0749892850496416e+35	732077421368233.0	17178574.562161706	61639020011.49943	0.2204510976929715	1427550971668054.5	7.222608859930955e+29	5.416956644948216e+29	0	1.8056522149827387e+29	0	0	0	0	0
1.0749820624407816e+35	761532030654616.4	17348818.950085763	61569450011.6003	0.22707045872844123	1484987459776502.0	7.423540284192653e+29	5.567655213144489e+29	0	1.855885071048163e+29	0	0	0	0	0
1.0749746389004975e+35	791936064098778.0	17519447.311773594	61499880011.70118	0.23383638952056449	1544275324992617.0	7.628324571557794e+29	5.721243428668346e+29	0	1.9070811428894485e+29	0	0	0	0	0
1.0749670105759258e+35	823313258492036.0	17690460.91753841	61430310011.80204	0.2407511321745361	1605460854059470.2	7.837004402370555e+29	5.877753301777916e+29	0	1.9592511005926387e+29	0	0	0	0	0
1.0749591735715235e+35	855687802454861.9	17861861.042752184	61360740011.902916	0.2478169526075737	1668591214786980.5	8.04962264496129e+29	6.037216983720968e+29	0	2.0124056612403226e+29	0	0	0	0	0
1.0749511239488785e+35	889084343305328.0	18033648.9678653	61291170012.003784	0.25503614078921044	1733714469445389.5	8.266222356562527e+29	6.199666767421895e+29	0	2.0665555891406317e+29	0	0	0	0	0
1.074942857726522e+35	923527994024411.6	18205825.978425924	61221600012.10466	0.2624110109840171	1800879588347603.0	8.486846784207382e+29	6.365135088155537e+29	0	2.1217116960518456e+29	0	0	0	0	0
1.0749343708797377e+35	959044340319547.8	18378393.365099635	61152030012.205536	0.26994390199679136	1870136463623118.0	8.711539365645967e+29	6.533654524234475e+29	0	2.1778848414114917e+29	0	0	0	0	0
1.074925659340372e+35	995659447787774.9	18551352.423689056	61082460012.306404	0.27763717742023714	1941535923186161.0	8.940343730259404e+29	6.705257797694553e+29	0	2.235085932564851e+29	0	0	0	0	0
1.0749167189966417e+35	1033399869179818.2	18724704.455153476	61012890012.40728	0.2854932258851526	2015129744900645.5	9.173303699970526e+29	6.879977774977894e+29	0	2.2933259249926316e+29	0	0	0	0	0
1.0749075456929417e+35	1072292651766572.8	18898450.76562874	60943320012.508156	0.29351446131316805	2090970670944817.0	9.410463290174699e+29	7.057847467631024e+29	0	2.3526158225436747e+29	0	0	0	0	0
1.0748981352296514e+35	1112365344809299.4	19072592.666446973	60873750012.60902	0.30170332317203896	2169112422378134.0	9.651866710649993e+29	7.238900032987495e+29	0	2.412966677662498e+29	0	0	0	0	0
1.0748884833629408e+35	1153646007135042.5	19247131.474156443	60804180012.70989	0.31006227673353615	2249609713913333.0	9.897558366487171e+29	7.423168774865378e+29	0	2.474389591621793e+29	0	0	0	0	0
1.0748785858045744e+35	1196163214818694.8	19422068.510541562	60734610012.81076	0.318593813333955	2332518268896455.0	1.014758285901662e+30	7.610687144262465e+29	0	2.536895714754155e+29	0	0	0	0	0
1.0748684382217154e+35	1239946068973150.2	19597405.102642775	60665040012.91164	0.32730045063726454	2417894834497643.0	1.0401984986731003e+30	7.801488740048252e+29	0	2.6004962466827506e+29	0	0	0	0	0
1.0748580362367286e+35	1285024203649108.5	19773142.582776736	60595470013.01251	0.336184732900938	2505797197115762.0	1.0660809746230093e+30	7.99560730967257e+29	0	2.6652024365575234e+29	0	0	0	0	0
1.0748473754269823e+35	1331427793845948.8	19949282.288556334	60525900013.11339	0.34524923124447354	2596284197999600.0	1.0924102333141714e+30	8.193076749856285e+29	0	2.7310255832854286e+29	0	0	0	0	0
1.0748364513246492e+35	1379187563635272.5	20125825.562910892	60456330013.214264	0.35449654392064667	2689415749088781.5	1.1191908143064743e+30	8.393931107298557e+29	0	2.7979770357661857e+29	0	0	0	0	0
1.0748252594165061e+35	1428334794398643.8	20302773.754106406	60386760013.31512	0.3639292965895176	2785252849077355.0	1.146427277250791e+30	8.598204579380932e+29	0	2.8660681931269775e+29	0	0	0	0	0
1.0748137951437335e+35	1478901333181074.8	20480128.215765763	60317190013.41599	0.37355014259521585	2883857599703096.0	1.174124201982354e+30	8.805931514867655e+29	0	2.935310504955885e+29	0	0	0	0	0
1.0748020539017137e+35	1530919601161933.2	20657890.306889206	60247620013.51687	0.383361763245548	2985293222265770.0	1.2022861886165558e+30	9.01714641462417e+29	0	3.0057154715413896e+29	0	0	0	0	0
1.0747900310398276e+35	1584422602244774.8	20836061.391874652	60178050013.617744	0.3933668680944333	3089624074377311.0	1.230917857642028e+30	9.23188393231521e+29	0	3.07729464410507e+29	0	0	0	0	0
1.0747777218612512e+35	1639443931767823.2	21014642.840538185	60108480013.71862	0.40356819522721493	3196915666947256.0	1.2600238500161308e+30	9.450178875120981e+29	0	3.150059625040327e+29	0	0	0	0	0
1.074765121622751e+35	1696017785336738.8	21193636.028134596	60038910013.81949	0.41396851154886916	3307234681406640.5	1.2896088272599526e+30	9.672066204449645e+29	0	3.2240220681498816e+29	0	0	0	0	0
1.0747522255344783e+35	1754178967781305.2	21373042.335377865	59969340013.92036	0.4245706130751353	3420648987173545.0	1.31967747155267e+30	9.897581036645026e+29	0	3.299193678881675e+29	0	0	0	0	0
1.0747390287597627e+35	1813962902237877.8	21552863.148461945	59899770014.02123	0.4353773252266182	3537227659363861.5	1.3502344858285749e+30	1.012675864371431e+30	0	3.375586214571437e+29	0	0	0	0	0
