mass	pressure	temperature	radius	density	specificenergy	dm
1.9216158507374324e+33	3356918374171.9297	854216.0959421912	55642072072.072075	0.0290297713643431	173525021918352.47	7.8017706759018805e+28
1.9215378330306735e+33	3441628707890.0845	859554.7787868035	55572432432.432434	0.029577471273636045	174609519227671.72	7.929372331515e+28
1.9214585393073583e+33	3528147196038.9673	864906.6359196607	55502792792.7928	0.030133394085870596	175696692755183.66	8.058468297164477e+28
1.9213779546243867e+33	3616506496376.4707	870271.7130870454	55433153153.15316	0.03069763844250702	176786551793764.78	8.18906979085004e+28
1.9212960639264782e+33	3706739777674.6777	875650.0562132827	55363513513.51352	0.03127030400423154	177879105672459.06	8.321188079338584e+28
1.9212128520456848e+33	3798880727031.5684	881041.7114013447	55293873873.87388	0.03185149146129219	178974363756600.75	8.454834478323367e+28
1.9211283037009015e+33	3892963557284.1016	886446.7249334618	55224234234.23424	0.03244130254394054	180072335447938.56	8.59002035260161e+28
1.9210424034973754e+33	3989023014523.7944	891865.1432717275	55154594594.5946	0.03303984003297852	181173030184758.38	8.726757116223082e+28
1.9209551359262132e+33	4087094385716.4976	897297.0130587129	55084954954.954956	0.033647207770413426	182276457442008.38	8.865056232671952e+28
1.9208664853638866e+33	4187213506427.398	902742.3811180685	55015315315.31532	0.03426351067021967	183382626731420.97	9.004929215010983e+28
1.9207764360717364e+33	4289416768653.242	908201.2944551448	54945675675.67568	0.03488885472921183	184491547601639.1	9.14638762606789e+28
1.920684972195476e+33	4393741128762.5205	913673.8002575915	54876036036.03604	0.03552334703802562	185603229638337.84	9.289443078566844e+28
1.9205920777646902e+33	4500224115545.873	919159.9458959786	54806396396.3964	0.036167095792212764	186717682464350.7	9.43410723531933e+28
1.920497736692337e+33	4608903838377.538	924659.7789244018	54736756756.75676	0.036820210303446656	187834915739792.25	9.58039180936022e+28
