mass	pressure	temperature	radius	density	specificenergy	dm
1.9204019327742433e+33	4719818995489.786	930173.3470810958	54667117117.11712	0.03748280101084254	188954939162183.28	9.728308564119382e+28
1.9203046496886023e+33	4833008882361.789	935700.6982890494	54597477477.477486	0.038154979492392875	190077762466575.2	9.877869313579488e+28
1.9202058709954665e+33	4948513400224.292	941241.8806566148	54527837837.837845	0.03883685847651778	191203395425674.1	1.0029085922419946e+29
1.9201055801362423e+33	5066373064681.99	946796.9424781234	54458198198.198204	0.03952855185373367	192331847849965.94	1.018197030619132e+29
1.9200037604331804e+33	5186629014454.879	952365.9322344965	54388558558.55856	0.04023017468843932	193463129587840.34	1.0336534431448924e+29
1.9199003950888658e+33	5309323020240.519	957948.8985938622	54318918918.91892	0.040941843230822346	194597250525715.94	1.0492790315926901e+29
1.9197954671857065e+33	5434497493698.581	963545.8904121664	54249279279.27928	0.041663674928885674	195734220588164.53	1.0650750028668864e+29
1.9196889596854197e+33	5562195496559.579	969156.9567337894	54179639639.63964	0.04239578844059661	196874049738036.8	1.0810425690200021e+29
1.9195808554285177e+33	5692460749859.211	974782.146792157	54110000000.00001	0.0431383036461582	198016747976585.6	1.097182947265334e+29
1.919471137133791e+33	5825337643300.429	980421.5100103605	54040360360.36037	0.043891341660406355	199162325343592.4	1.1134973599946745e+29
1.9193597873977916e+33	5960871244744.397	986075.0960017645	53970720720.720726	0.04465502484533079	200310791917490.9	1.1299870347893306e+29
1.9192467886943126e+33	6099107309832.751	991742.9545706273	53901081081.081085	0.04542947682272468	201462157815492.62	1.1466532044383338e+29
1.9191321233738686e+33	6240092291742.312	997425.1357127106	53831441441.441444	0.04621482248696078	202616433193711.22	1.1634971069498105e+29
1.9190157736631738e+33	6383873351074.644	1003121.6896158991	53761801801.8018	0.04701118801789853	203773628247287.88	1.1805199855677147e+29
1.918897721664617e+33	6530498365881.761	1008832.6666608108	53692162162.16217	0.04781870089392052	204933753210515.62	1.1977230887833715e+29
1.9187779493557387e+33	6680015941830.342	1014558.1174214173	53622522522.52253	0.048637489905102325	206096818356965.4	1.2151076703526058e+29
1.9186564385887035e+33	6832475422505.712	1020298.092665651	53552882882.88289	0.04946768516651384	207262833999608.8	1.2326749893055104e+29
1.9185331710897728e+33	6987926899858.276	1026052.6433560263	53483243243.24325	0.05030941813165733	208431810490945.3	1.2504263099640973e+29
1.9184081284587763e+33	7146421224793.533	1031821.8206502475	53413603603.60361	0.051162821606039556	209603758223124.7	1.2683629019524343e+29
1.918281292168581e+33	7308010017908.405	1037605.6759018311	53343963963.96397	0.05202802976088322	210778687628074.2	1.2864860402128017e+29
1.9181526435645597e+33	7472745680374.977	1043404.2606607095	53274324324.324326	0.05290517814697458	211956609177620.7	1.3047970050153473e+29
1.918022163864058e+33	7640681404974.695	1049217.6266738533	53204684684.68469	0.05379440370865396	213137533383617.44	1.323297081975132e+29
1.9178898341558605e+33	7811871187284.093	1055045.8258858798	53135045045.04505	0.054695844797945495	214321470798067.53	1.3419875620613681e+29
1.9177556353996545e+33	7986369837014.745	1060888.9104396685	53065405405.40541	0.055609641188830904	215508432013248.8	1.3608697416117952e+29
1.9176195484254934e+33	8164232989509.159	1066746.9326769689	52995765765.76577	0.05653593409166663	216698427661837.66	1.3799449223438079e+29
1.917481553933259e+33	8345517117395.172	1072619.94513902	52926126126.12613	0.05747486616774821	217891468417034.47	1.399214411368524e+29
1.9173416324921222e+33	8530279542400.292	1078508.0005671529	52856486486.48649	0.05842658154401955	219087564992686.44	1.4186795212000765e+29
1.917199764540002e+33	8718578447329.012	1084411.151903409	52786846846.846855	0.059391225827933006	220286728143412.78	1.4383415697700059e+29
1.917055930383025e+33	8910472888204.586	1090329.4522911476	52717207207.207214	0.06036894612245811	221488968664728.38	1.4582018804367998e+29
1.9169101101949814e+33	9106022806577.914	1096262.955075656	52647567567.56757	0.061359891041242454	222694297393167.78	1.4782617819982841e+29
1.9167622840167817e+33	9305289042005.494	1102211.7138047565	52577927927.92793	0.0623642107239247	223902725206408.12	1.4985226087015434e+29
1.9166124317559116e+33	9508333344699.22	1108175.7822294189	52508288288.28829	0.06338205685160377	225114263023394.12	1.5189857002558542e+29
1.9164605331858862e+33	9715218388349.66	1114155.2143043634	52438648648.64865	0.06441358266246205	226328921804460.06	1.5396524018404233e+29
1.9163065679457022e+33	9926007783125.926	1120150.0641886725	52369009009.00901	0.06545894296754833	227546712551454.38	1.5605240641178442e+29
1.9161505155392905e+33	10140766088853.727	1126160.3862463916	52299369369.36938	0.06651829416671748	228767646307861.34	1.5816020432410529e+29
1.9159923553349663e+33	10359558828374.9	1132186.2350471395	52229729729.72974	0.06759179426473344	229991734158925.75	1.6028877008664078e+29
1.9158320665648798e+33	10582452501089.871	1138227.6653667067	52160090090.090096	0.06867960288753167	231218987231773.5	1.624382404160042e+29
1.9156696283244638e+33	10809514596686.623	1144284.732187665	52090450450.450455	0.06978188129864826	232449416695536.34	1.646087525810483e+29
1.9155050195718828e+33	11040813609057.549	1150357.4906999627	52020810810.810814	0.07089879241581182	233683033761472.1	1.668004444034411e+29
1.9153382191274794e+33	11276419050407.834	1156445.9963015316	51951171171.17117	0.07203050082770482	234919849683088.47	1.6901345425888345e+29
1.9151692056732204e+33	11516401465556.912	1162550.3045988805	51881531531.53154	0.07317717281089135	236159875756263.2	1.71247921077595e+29
1.9149979577521428e+33	11760832446436.752	1168670.4714077027	51811891891.8919	0.0743389763469182	237403123319367.8	1.7350398434559688e+29
1.914824453767797e+33	12009784646788.125	1174806.5527534625	51742252252.25226	0.07551608113958382	238649603753386.53	1.75781784104932e+29
1.9146486719836922e+33	12263331797059.314	1180958.6048720002	51672612612.61262	0.0767086586323853	239899328482039.16	1.780814609550062e+29
1.914470590522737e+33	12521548719508.31	1187126.6842101193	51602972972.97298	0.0779168820261372	241152308971900.66	1.804031560528511e+29
1.9142901873666843e+33	12784511343512.623	1193310.8474261868	51533333333.333336	0.07914092629677025	242408556732522.84	1.827470111142136e+29
1.91410744035557e+33	13052296721088.363	1199511.1513907192	51463693693.693695	0.08038096821330652	243668083316553.28	1.8511316841388072e+29
1.9139223271871562e+33	13324983042622.234	1205727.653186973	51394054054.05406	0.08163718635601633	244930900319855.72	1.8750177078652397e+29
1.9137348254163697e+33	13602649652819.201	1211960.4101115398	51324414414.41442	0.0829097611347585	246197019381630.47	1.899129616274312e+29
1.9135449124547422e+33	13885377066867.84	1218209.4796749223	51254774774.77478	0.08419887480750124	247466452184531.75	1.923468848925929e+29
1.9133525655698498e+33	14173246986827.88	1224474.919602129	51185135135.13514	0.08550471149903298	248739210454788.25	1.9480368509984327e+29
1.91315776188475e+33	14466342318241.344	1230756.7878332497	51115495495.4955	0.08682745721985752	250015305962320.34	1.972835073288508e+29
1.912960478377421e+33	14764747186971.613	1237055.1425240457	51045855855.85586	0.08816729988528138	251294750520859.66	1.9978649722203007e+29
1.912760691880199e+33	15068546956272.105	1243370.0420465167	50976216216.21622	0.08952442933468895	252577555988064.5	2.023128009844404e+29
1.9125583790792146e+33	15377828244089.389	1249701.5449894918	50906576576.576584	0.09089903735101507	253863734265639.62	2.04862565384815e+29
1.9123535165138297e+33	15692678940602.102	1256049.7101591956	50836936936.93694	0.09229131768040896	255153297299451.5	2.0743593775537706e+29
1.9121460805760743e+33	16013188226000.066	1262414.596579826	50767297297.2973	0.09370146605209678	256446257079645.62	2.1003306599243862e+29
1.911936047510082e+33	16339446588506.184	1268796.2634941207	50697657657.65766	0.0951296801984419	257742625640761.56	2.1265409855648768e+29
1.9117233934115254e+33	16671545842644.967	1275194.7703639322	50628018018.01802	0.09657615987520748	259042415061849.56	2.152991844727238e+29
1.9115080942270527e+33	17009579147760.115	1281610.1768707873	50558378378.37838	0.09804110688201916	260345637466584.56	2.1796847333083984e+29
1.9112901257537218e+33	17353641026785.55	1288042.542916456	50488738738.73875	0.0995247250830347	261652305023381.66	2.2066211528558847e+29
1.9110694636384363e+33	17703827385272.47	1294491.9286235126	50419099099.099106	0.10102722042781874	262962429945509.8	2.2338026105658602e+29
1.9108460833773798e+33	18060235530676.113	1300958.3943358923	50349459459.459465	0.1025488009724259	264276024491205.4	2.26123061928548e+29
1.9106199603154514e+33	18422964191905.777	1307442.0006194476	50279819819.819824	0.1040896769006943	265593100963784.5	2.2889066975113328e+29
1.9103910696457e+33	18792113539141.97	1313942.8082625056	50210180180.18018	0.10565006054575321	266913671711757.12	2.3168323693924498e+29
1.9101593864087608e+33	19167785203923.082	1320460.878276413	50140540540.54054	0.10723016641174182	268237749128937.0	2.3450091647251707e+29
1.9099248854922882e+33	19550082299506.895	1326996.2718960901	50070900900.9009	0.10883021119574818	269565345654554.72	2.3734386189567452e+29
1.9096875416303925e+33	19939109441508.906	1333549.0505805702	50001261261.26127	0.11045041380996341	270896473773366.8	2.402122273178888e+29
1.9094473294030746e+33	20334972768822.61	1340119.2760135466	49931621621.62163	0.11209099540405945	272231146015767.3	2.431061674130471e+29
1.9092042232356617e+33	20737779964824.168	1346707.010103906	49861981981.98199	0.11375217938778631	273569374957895.84	2.4602583741900287e+29
1.9089581973982427e+33	21147640278866.73	1353312.3149862706	49792342342.34235	0.1154341914537978	274911173221747.84	2.4897139313775627e+29
1.908709226005105e+33	21564664548066.64	1359935.2530215236	49722702702.702705	0.11713725960070036	276256553475281.4	2.5194299093458828e+29
1.9084572830141705e+33	21988965219387.05	1366575.8867973443	49653063063.063065	0.11886161415633444	277605528432525.75	2.549407877381531e+29
1.9082023422264323e+33	22420656372021.32	1373234.2791287273	49583423423.42343	0.12060748780128375	278958110853686.78	2.579649410394586e+29
1.907944377285393e+33	22859853740082.043	1379910.4930585138	49513783783.78379	0.12237511559262207	280314313545255.2	2.6101560889203204e+29
1.9076833616765008e+33	23306674735597.32	1386604.591857899	49444144144.14415	0.12416473498789014	281674149360109.1	2.6409294991047935e+29
1.9074192687265905e+33	23761238471821.234	1393316.6390269555	49374504504.50451	0.12597658586931612	283037631197621.2	2.6719712327071516e+29
1.9071520716033198e+33	24223665786859.96	1400046.6982951374	49304864864.86487	0.127810910568271	284404772003759.8	2.703282887085659e+29
1.9068817433146112e+33	24694079267620.13	1406794.8336217944	49235225225.22523	0.12966795388997085	285775584771194.94	2.734866065195969e+29
1.9066082567080915e+33	25172603274081.527	1413561.1091966676	49165585585.58559	0.1315479631384192	287150082539397.9	2.766722375577521e+29
1.9063315844705337e+33	25659363963900.367	1420345.5894403944	49095945945.94595	0.1334511881416	288528278394743.75	2.798853432350051e+29
1.9060516991272988e+33	26154489317346.055	1427148.3390049986	49026306306.30631	0.13537788127691697	289910185470611.94	2.8312608552004463e+29
1.9057685730417787e+33	26658109162576.863	1433969.4227743854	48956666666.66667	0.13732829749688621	291295816947485.8	2.8639462693749137e+29
1.9054821784148413e+33	27170355201258.098	1440808.905864821	48887027027.02703	0.1393026943550804	292685186053050.25	2.8969113056662312e+29
1.9051924872842748e+33	27691361034528.65	1447666.8536254214	48817387387.38739	0.1413013320323322	294078306062291.7	2.9301576004065958e+29
1.9048994715242342e+33	28221262189318.633	1454543.331638623	48747747747.74775	0.1433244733631925	295475190297592.56	2.963686795450172e+29
1.9046031028446892e+33	28760196145024.93	1461438.4057206607	48678108108.108116	0.14537238386265314	296875852128829.2	2.9975005381665886e+29
1.9043033527908726e+33	29308302360547.234	1468352.1419220292	48608468468.468475	0.14744533175312918	298280304973465.5	3.0316004814216173e+29
1.9040001927427304e+33	29865722301691.32	1475284.6065279518	48538828828.828835	0.1495435879917105	299688562296648.0	3.065988283569446e+29
1.9036935939143734e+33	30432599468942.66	1482235.8660588325	48469189189.18919	0.15166742629767813	301100637611297.5	3.1006656084318317e+29
1.9033835273535302e+33	31009079425616.742	1489205.9872707124	48399549549.54955	0.15381712318029392	302516544478202.1	3.135634125289091e+29
1.9030699639410012e+33	31595309826389.906	1496195.037155714	48329909909.90991	0.15599295796686116	303936296506107.56	3.170895508857707e+29
1.9027528743901154e+33	32191440446216.58	1503203.0829424858	48260270270.27027	0.15819521283106233	305359907351807.06	3.206451439279937e+29
1.9024322292461873e+33	32797623209637.26	1510230.1920966355	48190630630.63064	0.16042417282157329	306787390720229.8	3.2423036020998595e+29
1.9021079988859774e+33	33414012220483.188	1517276.4323211636	48120990990.991	0.16268012589095968	308218760364528.75	3.278453688251154e+29
1.9017801535171524e+33	34040763791982.223	1524341.8715568879	48051351351.35136	0.1649633629248556	309654030086166.94	3.314903394033979e+29
1.901448663177749e+33	34678036477271.336	1531426.5779828609	47981711711.711716	0.1672741777714271	311093213735002.4	3.35165442109506e+29
1.9011134977356396e+33	35325991100321.8	1538530.6200167863	47912072072.072075	0.16961286727112634	312536325209372.56	3.3887084764112915e+29
1.9007746268879986e+33	35984790787280.945	1545654.0663154223	47842432432.432434	0.17197973128673308	313983378456176.1	3.426067272261846e+29
1.9004320201607723e+33	36654600998238.11	1552796.9857749871	47772792792.79279	0.17437507273369396	315434387470955.7	3.463732526212852e+29
1.900085646908151e+33	37335589559417.984	1559959.44753155	47703153153.15316	0.17679919761075374	316889366297977.3	3.5017059610872035e+29
1.8997354763120424e+33	38027926695808.92	1567141.5209614225	47633513513.51352	0.17925241503088846	318348329030309.5	3.539989304947707e+29
1.8993814773815476e+33	38731785064230.48	1574343.275681537	47563873873.87388	0.18173503725253748	319811289809900.1	3.578584291065029e+29
1.8990236189524413e+33	39447339786847.54	1581564.7815498288	47494234234.23424	0.1842473797111434	321278262827654.7	3.6174926578992735e+29
1.8986618696866514e+33	40174768485134.195	1588806.108665594	47424594594.5946	0.18678976105099293	322749262323508.44	3.656716149065971e+29
1.8982961980717447e+33	40914251314296.77	1596067.3273698594	47354954954.954956	0.1893625031573738	324224302586501.56	3.696256513316007e+29
1.8979265724204132e+33	41665970998158.71	1603348.5082457317	47285315315.31532	0.1919659311890388	325703397954850.56	3.736115504499132e+29
1.8975529608699633e+33	42430112864516.17	1610649.722118751	47215675675.67568	0.19460037361098986	327186562816019.3	3.776294881544619e+29
1.897175331381809e+33	43206864880967.086	1617971.0400572189	47146036036.03604	0.19726616222757326	328673811606786.56	3.8167964084184266e+29
1.8967936517409672e+33	43996417691224.336	1625312.5333725451	47076396396.3964	0.19996363221590366	330165158813315.5	3.8576218541044064e+29
1.896407889555557e+33	44798964651914.484	1632674.2736195582	47006756756.75676	0.20269312215960406	331660618971217.44	3.898772992561816e+29
1.8960180122563008e+33	45614701869872.73	1640056.3325968334	46937117117.11712	0.20545497408287824	333160206665618.56	3.9402516027003985e+29
1.8956239870960307e+33	46443828239936.75	1647458.7823469923	46867477477.47748	0.20824953348490693	334663936531220.1	3.982059468338102e+29
1.895225781149197e+33	47286545483249.266	1654881.6951570094	46797837837.837845	0.21107714937458083	336171823252361.25	4.0241983781732714e+29
1.8948233613113797e+33	48143058186073.58	1662325.1435585048	46728198198.198204	0.21393817430556628	337683881563078.06	4.066670125742725e+29
1.8944166942988054e+33	49013573839129.28	1669789.200328023	46658558558.55856	0.21683296441170755	339200126247161.2	4.1094765093873884e+29
1.8940057466478666e+33	49898302877455.45	1677273.9384873104	46588918918.91892	0.2197618794427718	340720572138210.5	4.152619332210583e+29
1.8935904847146456e+33	50797458720808.26	1684779.4313035868	46519279279.27928	0.22272528280053855	342245234119691.75	4.196100402044273e+29
1.8931708746744413e+33	51711257814598.27	1692305.7522897946	46449639639.63964	0.2257235415752325	343774127124986.56	4.239921531400363e+29
1.8927468825213012e+33	52639919671376.945	1699852.9752048566	46380000000.00001	0.2287570265823099	345307266137444.94	4.284084537437406e+29
1.8923184740675576e+33	53583666912876.516	1707421.174053906	46310360360.36037	0.23182611239959347	346844666190431.7	4.328591241908967e+29
1.8918856149433668e+33	54542725312613.71	1715010.4230885261	46240720720.720726	0.23493117740476774	348386342367375.9	4.373443471128218e+29
1.891448270596254e+33	55517323839060.82	1722620.796806963	46171081081.081085	0.2380726038132277	349932309801812.9	4.418643055913738e+29
1.8910064062906626e+33	56507694699395.234	1730252.3699543427	46101441441.441444	0.2412507777162945	351482583677429.75	4.464191831551956e+29
1.8905599871075075e+33	57514073383831.19	1737905.2175228656	46031801801.8018	0.2444660891197906	353037179228103.7	4.510091637740331e+29
1.8901089779437334e+33	58536698710544.984	1745579.414752006	45962162162.16216	0.24771893198298878	354596111737943.06	4.556344318547531e+29
1.8896533435118786e+33	59575812871197.04	1753275.0371286827	45892522522.52253	0.25100970425792496	356159396541322.06	4.60295172235339e+29
1.8891930483396432e+33	60631661477063.3	1760992.1603874408	45822882882.88289	0.2543388079290933	357727049022917.6	4.649915701809682e+29
1.8887280567694624e+33	61704493605778.27	1768730.8605105996	45753243243.24325	0.2577066490535094	359299084617739.2	4.697238113771963e+29
1.888258332958085e+33	62794561848703.25	1776491.213728411	45683603603.60361	0.2611136378011622	360875518811161.44	4.744920819260984e+29
1.887783840876159e+33	63902122358922.36	1784273.2965191894	45613963963.96397	0.2645601884958425	362456367138949.94	4.792965683394647e+29
1.8873045443078195e+33	65027434899879.71	1792077.1856094494	45544324324.324326	0.26804671965636534	364041645187289.9	4.841374575341537e+29
1.8868204068502854e+33	66170762894659.59	1799902.9579740071	45474684684.68469	0.2715736540381724	365631368592805.94	4.8901493682523825e+29
1.8863313919134602e+33	67332373475925.66	1807750.6908361013	45405045045.04505	0.2751414186753404	367225553042587.6	4.9392919392142216e+29
1.8858374627195387e+33	68512537536518.01	1815620.4616674655	45335405405.40541	0.27875044492296974	368824214274203.4	4.988804169170002e+29
1.8853385823026217e+33	69711529780727.07	1823512.348188427	45265765765.76577	0.28240116849998903	370427368075720.6	5.038687942878999e+29
1.8848347135083337e+33	70929628776243.47	1831426.4283679633	45196126126.12613	0.28609402953235014	372035030285717.9	5.088945148833261e+29
1.8843258189934503e+33	72167117006798.55	1839362.7804237634	45126486486.48649	0.2898294725966356	373647216793296.5	5.13957767920657e+29
1.8838118612255297e+33	73424280925501.05	1847321.4828222683	45056846846.84685	0.2936079467640716	375263943538089.2	5.1905874297772e+29
1.883292802482552e+33	74701411008880.62	1855302.6142787004	44987207207.207214	0.29742990564495575	376885226510266.25	5.2419762998656e+29
1.8827686048525655e+33	75998801811647.39	1863306.253757091	44917567567.56757	0.3012958074335037	378511081750540.6	5.293746192268019e+29
1.8822392302333387e+33	77316752022171.64	1871332.4804702671	44847927927.92793	0.3052061149531035	380141525350165.6	5.345899013171674e+29
1.8817046403320215e+33	78655564518702.34	1879381.373879861	44778288288.28829	0.3091612957020089	381776573450936.56	5.398436672098745e+29
1.8811647966648116e+33	80015546426322.61	1887453.0136962736	44708648648.64865	0.31316182189944247	383416242245183.7	5.4513610818175714e+29
1.8806196605566299e+33	81397009174661.16	1895547.4798786475	44639009009.00901	0.31720817053214084	385060547975766.44	5.504674158278265e+29
1.880069193140802e+33	82800268556361.4	1903664.8526348092	44569369369.36937	0.321300823401322	386709506936061.8	5.558377820523779e+29
1.8795133553587496e+33	84225644786323.92	1911805.2124212107	44499729729.72974	0.32544026717009644	388363135469952.44	5.612473990621e+29
1.8789521079596875e+33	85673462561727.75	1919968.6399428474	44430090090.090096	0.32962699341131346	390021449971809.75	5.6669645935718865e+29
1.8783854115003302e+33	87144051122841.77	1928155.2161531637	44360450450.450455	0.3338614986558502	391684466886475.2	5.721851557234985e+29
1.8778132263446067e+33	88637744314635.84	1936365.0222539417	44290810810.810814	0.33814428444134637	393352202709237.56	5.777136812236336e+29
1.8772355126633832e+33	90154880649203.72	1944598.1396951864	44221171171.17117	0.342475857361394	395024673985809.0	5.832822291891406e+29
1.876652230434194e+33	91695803369001.98	1952854.6501749728	44151531531.53153	0.3468567291151692	396701897312295.06	5.888909932105825e+29
1.8760633394409835e+33	93260860510923.7	1961134.635639304	44081891891.8919	0.35128741655753287	398383889335164.8	5.945401671297446e+29
1.875468799273854e+33	94850404971207.89	1969438.1782819275	44012252252.25226	0.35576844174957895	400070666751214.2	6.0022994502925606e+29
1.8748685693288246e+33	96464794571203.94	1977765.3605441577	43942612612.61262	0.360300332009657	401762246307529.94	6.059605212244433e+29
1.8742626088076003e+33	98104392123993.86	1986116.265114666	43872972972.97298	0.3648836199648521	403458644801446.3	6.117320902525623e+29
1.8736508767173477e+33	99769565501889.3	1994490.9749292643	43803333333.333336	0.3695188436029423	405159879080502.1	6.175448468642993e+29
1.8730333318704834e+33	101460687704808.06	2002889.5731706608	43733693693.693695	0.37420654632482175	406865966042390.0	6.233989860125822e+29
1.872409932884471e+33	103178136929548.64	2011312.1432682169	43664054054.054054	0.37894727699741204	408576922634908.06	6.29294702843729e+29
1.871780638181627e+33	104922296639963.28	2019758.7688976587	43594414414.41442	0.38374159000703884	410292765855900.3	6.35232192685758e+29
1.8711454059889415e+33	106693555638053.81	2028229.5339808057	43524774774.77478	0.38859004531331104	412013512753202.75	6.412116510395595e+29
1.870504194337902e+33	108492308135986.36	2036724.5226852442	43455135135.13514	0.393493208503467	413739180424575.7	6.472332735660553e+29
1.869856961064336e+33	110318953829051.55	2045243.819424015	43385495495.4955	0.39845165084723044	415469786017641.3	6.532972560773857e+29
1.8692036638082586e+33	112173897969568.69	2053787.5088552588	43315855855.85586	0.4034659493521469	417205346729810.9	6.594037945240351e+29
1.8685442600137346e+33	114057551441755.39	2062355.6758818608	43246216216.21622	0.40853668681942884	418945879808213.3	6.655530849848962e+29
1.8678787069287497e+33	115970330837565.84	2070948.405651058	43176576576.576584	0.4136644519002913	420691402549615.06	6.717453236542604e+29
1.8672069616050956e+33	117912658533518.94	2079565.7835540506	43106936936.93694	0.4188498391528066	422441932300340.75	6.779807068319141e+29
1.8665289808982638e+33	119884962768515.45	2088207.8952255591	43037297297.2973	0.4240934490992475	424197486456183.7	6.842594309084498e+29
1.8658447214673553e+33	121887677722672.9	2096874.826543403	42967657657.65766	0.4293958882839658	425958082462320.7	6.905816923561659e+29
1.865154139774999e+33	123921243597173.36	2105566.663628024	42898018018.01802	0.4347577693317666	427723737813214.1	6.969476877138961e+29
1.8644571920872853e+33	125986106695150.14	2114283.4928420126	42828378378.37838	0.44017971100681597	429494470052516.5	7.03357613576268e+29
1.863753834473709e+33	128082719503614.6	2123025.4007895933	42758738738.73874	0.44566233827205715	431270296772966.0	7.098116665792676e+29
1.8630440228071295e+33	130211540776446.53	2131792.4743161094	42689099099.099106	0.45120628234916754	433051235616281.25	7.163100433884307e+29
1.862327712763741e+33	132373035618450.98	2140584.800507469	42619459459.459465	0.4568121807790332	434837304273049.0	7.228529406844612e+29
1.8616048598230566e+33	134567675570501.16	2149402.46668958	42549819819.819824	0.46248067748276317	436628520482610.06	7.294405551501511e+29
1.8608754192679065e+33	136795938695775.55	2158245.560427755	42480180180.18018	0.46821242282323483	438424902032937.0	7.360730834559416e+29
1.8601393461844506e+33	139058309667107.69	2167114.1695261025	42410540540.54054	0.47400807366718634	440226466760511.6	7.427507222468314e+29
1.8593965954622037e+33	141355279855454.94	2176008.3820268847	42340900900.9009	0.4798682934478437	442033232550194.44	7.494736681265915e+29
1.8586471217940772e+33	143687347419506.53	2184928.286209863	42271261261.26127	0.48579375222810256	443845217335090.94	7.562421176445697e+29
1.8578908796764326e+33	146055017396438.97	2193873.970591612	42201621621.62163	0.4917851267642545	445662439096413.0	7.630562672797524e+29
1.8571278234091528e+33	148458801793835.3	2202845.523924813	42131981981.98199	0.49784310057027054	447484915863334.9	7.699163134262003e+29
1.8563579070957266e+33	150899219682780.16	2211843.03519752	42062342342.34235	0.5039683639826373	449312665712844.56	7.76822452377061e+29
1.8555810846433494e+33	153376797292147.5	2220866.59363241	41992702702.702705	0.5101616142257613	451145706769591.0	7.83774880309985e+29
1.8547973097630395e+33	155892068104089.53	2229916.288685992	41923063063.063065	0.516423555477927	452984057205724.2	7.907737932696926e+29
1.85400653596977e+33	158445572950748.3	2238992.2100478155	41853423423.42342	0.5227548989378331	454827735240733.06	7.978193871533654e+29
1.8532087165826165e+33	161037860112195.38	2248094.4476396223	41783783783.78379	0.5291563628916882	456676759141274.56	8.04911857692654e+29
1.8524038047249239e+33	163669485415622.2	2257223.091614499	41714144144.14415	0.5356286727808882	458531147221000.6	8.120514004379121e+29
1.851591753324486e+33	166341012335791.84	2266378.2323559937	41644504504.50451	0.5421725612702711	460390917840378.94	8.192382107411657e+29
1.8507725151137447e+33	169053012096764.22	2275559.960477195	41574864864.86487	0.548788768316945	462256089406506.7	8.26472483737723e+29
1.849946042630007e+33	171806063774916.1	2284768.3668198083	41505225225.22523	0.5554780412397103	464126680372920.6	8.337544143301375e+29
1.8491122882156769e+33	174600754403262.78	2294003.5424531745	41435585585.58559	0.5622411347890576	466002709239401.0	8.410841971685895e+29
1.8482712040185082e+33	177437679077105.53	2303265.578673292	41365945945.94595	0.5690788112177687	467884194551770.1	8.484620266342704e+29
1.847422741991874e+33	180317441061010.0	2312554.5670017838	41296306306.30631	0.5759918403520987	469771154901683.56	8.558880968196977e+29
1.8465668538950543e+33	183240651897139.75	2321870.599184852	41226666666.66667	0.5829809996635644	471663608926418.44	8.633626015105356e+29
1.845703491293544e+33	186207931514953.34	2331213.767192195	41157027027.02703	0.5900470743413246	473561575308652.0	8.708857341658131e+29
1.8448326055593782e+33	189219908342287.97	2340584.1632159064	41087387387.38739	0.5971908573651745	475465072776239.1	8.78457687899715e+29
1.8439541478714785e+33	192277219417834.9	2349981.8796693236	41017747747.74775	0.6044131495791312	477374120101978.2	8.860786554601532e+29
1.8430680692160184e+33	195380510505035.56	2359407.009185873	40948108108.10811	0.6117147597656452	479288736103376.1	8.937488292105014e+29
1.842174320386808e+33	198530436207399.4	2368859.644617855	40878468468.468475	0.6190965047204057	481208939642401.7	9.014684011072694e+29
1.8412728519857008e+33	201727660085277.62	2378339.8790352317	40808828828.828835	0.6265592093277852	483134749625239.7	9.0923756268181e+29
1.840363614423019e+33	204972854774086.8	2387847.805724344	40739189189.18919	0.6341037066368737	485066185002029.8	9.170565050163772e+29
1.8394465579180028e+33	208266702104020.22	2397383.5181866325	40669549549.54955	0.6417308379381568	487003264766607.0	9.24925418725186e+29
1.8385216324992775e+33	211609893221249.72	2406947.1101373015	40599909909.90991	0.6494414528408081	488946007956229.9	9.32844493931419e+29
1.837588788005346e+33	215003128710640.94	2416538.6755039683	40530270270.27027	0.6572364093506131	490894433651306.94	9.40813920246009e+29
1.8366479740851e+33	218447118719992.2	2426158.3084252574	40460630630.63063	0.6651165739485132	492848560975110.25	9.4883388674391e+29
1.835699140198356e+33	221942583085824.72	2435806.1032493883	40390990990.991	0.6730828216697966	494808409093488.94	9.569045819430445e+29
1.834742235616413e+33	225490251460729.34	2445482.1545327036	40321351351.35136	0.6811360361839127	496773997214570.2	9.650261937798831e+29
1.8337772094226331e+33	229090863442294.94	2455186.557038179	40251711711.711716	0.6892771098749305	498745344588456.75	9.731989095866997e+29
1.8328040105130465e+33	232745168703630.28	2464919.405733889	40182072072.072075	0.697506943922631	500722470506914.3	9.814229160670949e+29
1.8318225875969795e+33	236453927125503.97	2474680.795791442	40112432432.432434	0.7058264483842532	502705394303055.5	9.896983992728041e+29
1.8308328891977068e+33	240217908930111.34	2484470.8225843795	40042792792.79279	0.7142365422768767	504694135351012.44	9.980255445782766e+29
1.8298348636531285e+33	244037894816490.9	2494289.581686533	39973153153.15316	0.7227381536604534	506688713065604.56	1.0064045366560133e+30
1.8288284591164727e+33	247914676097609.97	2504137.168870355	39903513513.51352	0.7313322197214968	508689146901999.0	1.0148355594518409e+30
1.827813623557021e+33	251849054839130.03	2514013.680105198	39833873873.87388	0.7400196868574139	510695456355361.1	1.0233187961580254e+30
1.826790304760863e+33	255841843999876.94	2523919.211555565	39764234234.23424	0.7488015107614971	512707660960499.25	1.0318544291881643e+30
